userId,movieId,rating,date_time
1,1060,4.0,2000-07-30 18:15:24
1,1073,5.0,2000-07-30 18:28:00
1,1080,5.0,2000-07-30 18:22:07
1,1089,5.0,2000-07-30 18:49:11
1,1090,4.0,2000-07-30 19:06:58
1,1092,5.0,2000-07-30 18:58:04
1,1097,5.0,2000-07-30 18:28:00
1,1127,4.0,2000-07-30 18:41:53
1,1136,5.0,2000-07-30 18:22:07
1,1196,5.0,2000-07-30 18:30:27
1,1197,5.0,2000-07-30 18:31:12
1,1198,5.0,2000-07-30 18:30:27
1,1206,5.0,2000-07-30 19:02:17
1,1208,4.0,2000-07-30 18:54:10
1,1210,5.0,2000-07-30 18:08:19
1,1213,5.0,2000-07-30 18:49:11
1,1214,4.0,2000-07-30 18:30:55
1,1219,2.0,2000-07-30 18:56:33
1,1220,5.0,2000-07-30 18:31:49
1,1222,5.0,2000-07-30 18:31:49
1,1224,5.0,2000-07-30 19:06:58
1,1226,5.0,2000-07-30 19:00:18
1,1240,5.0,2000-07-30 19:02:03
1,1256,5.0,2000-07-30 18:24:02
1,1258,3.0,2000-07-30 18:56:54
1,1265,4.0,2000-07-30 18:59:59
1,1270,5.0,2000-07-30 19:01:45
1,1275,5.0,2000-07-30 18:38:10
1,1278,5.0,2000-07-30 18:56:54
1,1282,5.0,2000-07-30 18:45:03
1,1291,5.0,2000-07-30 18:31:49
1,1298,5.0,2000-07-30 19:08:06
1,1348,4.0,2000-07-30 18:56:33
1,1377,3.0,2000-07-30 18:44:13
1,1396,3.0,2000-07-30 18:50:17
1,1408,3.0,2000-07-30 18:38:30
1,1445,3.0,2000-07-30 19:08:32
1,1473,4.0,2000-07-30 18:14:35
1,1500,4.0,2000-07-30 18:16:25
1,1517,5.0,2000-07-30 18:18:27
1,1552,4.0,2000-07-30 18:43:40
1,1573,5.0,2000-07-30 18:38:10
1,1580,3.0,2000-07-30 18:18:45
1,1587,5.0,2000-07-30 18:39:06
1,1617,5.0,2000-07-30 18:49:11
1,1620,4.0,2000-07-30 18:50:56
1,1625,5.0,2000-07-30 18:58:24
1,1644,3.0,2000-07-30 18:58:56
1,1676,3.0,2000-07-30 18:43:40
1,1732,5.0,2000-07-30 18:18:45
1,1777,4.0,2000-07-30 18:20:30
1,1793,4.0,2000-07-30 18:23:24
1,1804,5.0,2000-07-30 18:50:34
1,1805,4.0,2000-07-30 18:50:56
1,1920,4.0,2000-07-30 18:29:40
1,1927,5.0,2000-07-30 18:24:57
1,1954,5.0,2000-07-30 18:36:16
1,1967,4.0,2000-07-30 18:28:30
1,2000,4.0,2000-07-30 18:36:51
1,2005,5.0,2000-07-30 18:28:30
1,2012,4.0,2000-07-30 19:09:36
1,2018,5.0,2000-07-30 18:08:43
1,2028,4.0,2000-07-30 18:31:28
1,2033,5.0,2000-07-30 18:48:23
1,2046,4.0,2000-07-30 18:42:43
1,2048,5.0,2000-07-30 18:46:31
1,2054,4.0,2000-07-30 18:29:07
1,2058,5.0,2000-07-30 18:40:00
1,2078,5.0,2000-07-30 18:47:18
1,2090,5.0,2000-07-30 18:47:18
1,2093,3.0,2000-07-30 18:28:30
1,2094,5.0,2000-07-30 18:44:13
1,2096,4.0,2000-07-30 18:47:18
1,2099,4.0,2000-07-30 18:43:08
1,2105,4.0,2000-07-30 18:28:45
1,2115,5.0,2000-07-30 18:42:09
1,2116,5.0,2000-07-30 18:47:56
1,2137,5.0,2000-07-30 18:46:31
1,2139,5.0,2000-07-30 18:46:31
1,2141,5.0,2000-07-30 18:47:18
1,2143,4.0,2000-07-30 18:28:45
1,2161,5.0,2000-07-30 18:28:30
1,2174,4.0,2000-07-30 18:28:00
1,2193,4.0,2000-07-30 18:28:30
1,2253,2.0,2000-07-30 18:29:35
1,2268,4.0,2000-07-30 18:49:49
1,2273,4.0,2000-07-30 18:38:30
1,2291,5.0,2000-07-30 19:01:04
1,2329,5.0,2000-07-30 18:54:23
1,2338,2.0,2000-07-30 18:59:06
1,2353,5.0,2000-07-30 19:04:21
1,2366,4.0,2000-07-30 18:41:02
1,2387,5.0,2000-07-30 18:52:03
1,2389,2.0,2000-07-30 18:51:34
1,2395,5.0,2000-07-30 18:18:13
1,2406,4.0,2000-07-30 18:38:30
1,2414,3.0,2000-07-30 18:41:53
1,2427,5.0,2000-07-30 18:37:22
1,2450,4.0,2000-07-30 18:43:40
1,2459,5.0,2000-07-30 18:56:54
1,2470,5.0,2000-07-30 18:43:08
1,2478,4.0,2000-07-30 19:09:29
1,2492,4.0,2000-08-08 07:27:42
1,2502,5.0,2000-07-30 18:21:18
1,2528,3.0,2000-07-30 18:38:48
1,2529,5.0,2000-07-30 18:37:22
1,2542,5.0,2000-07-30 18:21:05
1,2571,5.0,2000-07-30 18:31:28
1,2580,5.0,2000-07-30 18:50:00
1,2596,5.0,2000-07-30 18:19:04
1,2616,4.0,2000-07-30 18:51:20
1,2617,2.0,2000-07-30 18:43:08
1,2628,4.0,2000-07-30 18:08:43
1,2640,4.0,2000-07-30 18:39:37
1,2641,5.0,2000-07-30 18:43:40
1,2644,4.0,2000-07-30 18:56:33
1,2648,4.0,2000-07-30 18:56:54
1,2654,5.0,2000-07-30 18:56:33
1,2657,3.0,2000-07-30 18:57:06
1,2692,5.0,2000-07-30 18:30:55
1,2700,5.0,2000-07-30 18:16:25
1,2716,5.0,2000-07-30 18:56:54
1,2761,5.0,2000-07-30 18:45:03
1,2797,4.0,2000-07-30 18:28:30
1,2826,4.0,2000-07-30 18:08:43
1,2858,5.0,2000-07-30 18:14:28
1,2872,5.0,2000-07-30 18:28:00
1,2899,5.0,2000-07-30 18:45:03
1,2916,4.0,2000-07-30 18:38:10
1,2944,5.0,2000-07-30 18:31:12
1,2947,5.0,2000-07-30 18:36:16
1,2948,5.0,2000-07-30 18:36:31
1,2949,5.0,2000-07-30 18:31:28
1,2959,5.0,2000-07-30 18:54:42
1,2985,4.0,2000-07-30 18:50:34
1,2987,5.0,2000-07-30 18:41:35
1,2991,5.0,2000-07-30 18:37:51
1,2993,5.0,2000-07-30 18:37:22
1,2997,4.0,2000-07-30 18:14:56
1,3033,5.0,2000-07-30 19:02:42
1,3034,5.0,2000-07-30 18:46:31
1,3052,5.0,2000-07-30 18:20:08
1,3053,5.0,2000-07-30 19:08:06
1,3062,4.0,2000-07-30 18:31:12
1,3147,5.0,2000-07-30 19:04:33
1,3168,4.0,2000-07-30 18:41:35
1,3176,1.0,2000-07-30 18:58:24
1,3243,3.0,2000-07-30 18:18:13
1,3247,3.0,2000-07-30 18:51:48
1,3253,5.0,2000-07-30 18:18:27
1,3273,5.0,2000-07-30 18:58:56
1,3386,5.0,2000-07-30 18:58:04
1,3439,4.0,2000-07-30 18:29:59
1,3440,4.0,2000-07-30 18:29:59
1,3441,5.0,2000-07-30 18:38:48
1,3448,5.0,2000-07-30 19:07:34
1,3450,5.0,2000-07-30 18:19:04
1,3479,4.0,2000-07-30 18:28:45
1,3489,4.0,2000-07-30 18:29:35
1,3527,4.0,2000-07-30 18:37:51
1,3578,5.0,2000-07-30 18:11:08
1,3617,4.0,2000-07-30 18:11:23
1,3639,4.0,2000-07-30 18:37:51
1,3671,5.0,2000-07-30 18:26:29
1,3702,5.0,2000-07-30 19:02:17
1,3703,5.0,2000-07-30 18:31:49
1,3729,5.0,2000-07-30 18:39:23
1,3740,4.0,2000-07-30 18:40:17
1,3744,4.0,2000-07-30 18:11:34
1,3793,5.0,2000-07-30 18:30:55
1,3809,4.0,2000-07-30 18:20:20
1,4006,4.0,2000-07-30 18:48:23
1,5060,5.0,2000-07-30 19:06:42
2,318,3.0,2015-10-24 19:27:15
2,333,4.0,2015-10-24 19:30:29
2,1704,4.5,2015-10-24 19:33:48
2,3578,4.0,2015-10-24 19:28:05
2,6874,4.0,2015-10-24 19:29:12
2,8798,3.5,2015-10-24 19:29:20
2,46970,4.0,2015-10-24 19:30:13
2,48516,4.0,2015-10-24 19:31:04
2,58559,4.5,2015-10-24 19:32:21
2,60756,5.0,2015-10-24 19:29:40
2,68157,4.5,2015-10-24 19:32:34
2,71535,3.0,2015-10-24 19:29:34
2,74458,4.0,2015-10-24 19:28:46
2,77455,3.0,2015-10-24 19:29:01
2,79132,4.0,2015-10-24 19:27:21
2,80489,4.5,2015-10-24 19:35:40
2,80906,5.0,2015-10-24 19:32:52
2,86345,4.0,2015-10-24 19:32:46
2,89774,5.0,2015-10-24 19:33:09
2,91529,3.5,2015-10-24 19:28:11
2,91658,2.5,2015-10-24 19:28:58
2,99114,3.5,2015-10-24 19:27:54
2,106782,5.0,2015-10-24 19:29:26
2,109487,3.0,2015-10-24 19:32:25
2,112552,4.0,2015-10-24 19:28:02
2,114060,2.0,2015-10-24 19:34:36
2,115713,3.5,2015-10-24 19:27:34
2,122882,5.0,2015-10-24 19:34:32
2,131724,5.0,2015-10-24 19:27:31
3,31,0.5,2011-05-27 02:32:58
3,527,0.5,2011-05-27 02:44:35
3,647,0.5,2011-05-27 02:33:39
3,688,0.5,2011-05-27 02:43:48
3,720,0.5,2011-05-27 02:33:15
3,849,5.0,2011-05-27 02:33:31
3,914,0.5,2011-05-27 02:32:47
3,1093,0.5,2011-05-27 02:33:47
3,1124,0.5,2011-05-27 02:43:36
3,1263,0.5,2011-05-27 02:32:49
3,1272,0.5,2011-05-27 02:33:44
3,1275,3.5,2011-05-27 02:28:43
3,1302,0.5,2011-05-27 02:43:09
3,1371,3.0,2011-05-27 02:32:41
3,1587,4.5,2011-05-27 02:40:03
3,2018,0.5,2011-05-27 02:42:55
3,2080,0.5,2011-05-27 02:32:52
3,2090,0.5,2011-05-27 02:44:21
3,2105,2.0,2011-05-27 02:32:39
3,2288,4.0,2011-05-27 02:33:51
3,2424,0.5,2011-05-27 02:44:53
3,2851,5.0,2011-05-27 02:38:45
3,3024,4.5,2011-05-27 02:40:54
3,3210,0.5,2011-05-27 02:33:58
3,3703,5.0,2011-05-27 02:33:23
3,3949,0.5,2011-05-27 02:44:05
3,4518,5.0,2011-05-27 02:36:10
3,5048,0.5,2011-05-27 02:44:44
3,5181,5.0,2011-05-27 02:35:18
3,5746,5.0,2011-05-27 02:35:08
3,5764,4.5,2011-05-27 02:40:21
3,5919,5.0,2011-05-27 02:37:05
3,6238,0.5,2011-05-27 02:43:24
3,6835,5.0,2011-05-27 02:34:30
3,7899,4.5,2011-05-27 02:40:36
3,7991,5.0,2011-05-27 02:34:44
3,26409,4.5,2011-05-27 02:39:53
3,70946,5.0,2011-05-27 02:36:55
3,72378,0.5,2011-05-27 02:42:44
4,21,3.0,2001-04-10 20:39:59
4,32,2.0,1999-12-14 12:10:47
4,45,3.0,2001-04-10 20:37:27
4,47,2.0,1999-12-14 12:10:25
4,52,3.0,2000-07-26 14:46:26
4,58,3.0,2000-07-25 15:20:44
4,106,4.0,2001-04-09 20:39:44
4,125,5.0,2000-07-26 14:45:58
4,126,1.0,2001-04-09 20:42:00
4,162,5.0,1999-12-13 09:49:31
4,171,3.0,1999-12-13 09:47:08
4,176,5.0,2000-07-26 14:42:45
4,190,2.0,1999-12-13 10:00:59
4,215,5.0,1999-12-13 09:57:58
4,222,1.0,1999-12-19 18:44:00
4,232,5.0,2000-07-26 14:44:44
4,235,2.0,1999-12-14 12:11:53
4,247,3.0,2001-04-09 20:41:34
4,260,5.0,1999-12-13 10:00:59
4,265,5.0,2000-07-25 15:21:08
4,296,1.0,1999-12-14 12:09:10
4,319,5.0,1999-12-13 09:59:42
4,342,5.0,2000-07-25 15:21:40
4,345,4.0,1999-12-19 18:44:23
4,348,4.0,2000-07-26 14:46:26
4,351,3.0,2001-04-10 20:35:01
4,357,3.0,2000-07-26 14:55:06
4,368,4.0,1999-12-13 09:51:30
4,417,2.0,1999-12-13 09:47:47
4,441,1.0,2001-04-10 20:35:15
4,450,2.0,2001-04-09 20:40:28
4,457,5.0,1999-12-13 10:00:59
4,475,5.0,1999-12-14 12:24:50
4,492,5.0,1999-12-13 10:11:12
4,509,1.0,1999-12-13 09:58:26
4,538,5.0,1999-12-13 09:50:36
4,539,1.0,2000-07-25 15:27:12
4,553,2.0,1999-12-13 10:01:41
4,588,4.0,1999-12-13 10:07:50
4,593,5.0,2000-07-25 15:46:26
4,595,3.0,2001-04-09 20:36:49
4,599,2.0,1999-12-13 09:49:47
4,608,5.0,2000-07-25 15:46:48
4,648,3.0,1999-12-13 10:11:46
4,708,4.0,2001-04-10 20:40:30
4,759,3.0,1999-12-13 09:50:01
4,800,4.0,1999-12-13 09:58:26
4,892,4.0,2000-07-26 14:45:14
4,898,5.0,2000-07-26 14:55:47
4,899,4.0,1999-12-13 10:07:33
4,902,4.0,1999-12-13 09:47:26
4,904,4.0,1999-12-13 10:10:37
4,908,5.0,1999-12-14 12:18:22
4,910,5.0,1999-12-14 12:19:49
4,912,5.0,1999-12-14 12:18:22
4,914,5.0,1999-12-13 10:07:50
4,919,5.0,1999-12-13 10:05:21
4,920,5.0,1999-12-14 12:13:22
4,930,5.0,2000-07-25 15:22:51
4,937,3.0,2001-04-09 20:44:45
4,1025,4.0,1999-12-13 10:00:32
4,1046,5.0,1999-12-14 12:14:14
4,1057,3.0,2000-07-25 15:56:18
4,1060,2.0,2001-04-10 20:33:39
4,1073,4.0,1999-12-13 10:04:43
4,1077,5.0,1999-12-14 12:14:52
4,1079,2.0,1999-12-13 09:55:46
4,1080,5.0,2001-04-10 20:31:36
4,1084,5.0,1999-12-13 10:00:59
4,1086,5.0,2000-07-25 15:42:03
4,1094,3.0,2000-07-25 15:21:40
4,1103,5.0,2000-07-25 15:42:03
4,1136,5.0,2001-04-10 20:30:25
4,1179,4.0,2000-07-25 15:33:00
4,1183,1.0,2000-07-28 10:01:53
4,1188,5.0,2000-07-25 15:21:40
4,1196,5.0,2000-07-25 15:26:03
4,1197,5.0,2000-07-25 15:26:03
4,1198,3.0,2000-07-25 15:25:28
4,1199,2.0,1999-12-13 09:56:07
4,1203,5.0,1999-12-14 12:20:25
4,1211,1.0,2000-07-25 15:33:25
4,1213,4.0,1999-12-13 10:08:49
4,1219,4.0,2000-07-25 15:46:01
4,1225,4.0,2000-07-25 15:35:26
4,1250,5.0,1999-12-14 12:20:08
4,1259,4.0,2000-07-25 15:25:28
4,1265,4.0,2000-07-26 14:44:44
4,1266,4.0,2001-04-09 20:43:57
4,1279,2.0,2001-04-10 20:33:52
4,1282,5.0,1999-12-13 10:07:33
4,1283,5.0,1999-12-13 09:51:30
4,1288,4.0,1999-12-13 10:07:33
4,1291,4.0,2000-07-25 15:26:03
4,1304,3.0,1999-12-13 09:47:47
4,1391,1.0,1999-12-14 12:16:06
4,1449,5.0,1999-12-13 10:09:27
4,1466,4.0,1999-12-14 12:11:32
4,1500,4.0,2000-07-26 14:47:10
4,1517,4.0,1999-12-13 10:09:50
4,1580,3.0,2001-04-10 20:40:44
4,1597,1.0,1999-12-13 10:11:46
4,1617,2.0,1999-12-13 10:10:37
4,1641,4.0,2000-07-26 14:45:58
4,1704,1.0,1999-12-19 18:43:35
4,1719,4.0,1999-12-13 10:12:36
4,1732,4.0,1999-12-13 10:11:29
4,1733,5.0,1999-12-13 09:59:03
4,1734,3.0,2000-07-25 15:35:57
4,1834,5.0,1999-12-14 12:22:14
4,1860,2.0,2001-04-09 20:43:21
4,1883,4.0,2000-07-26 14:44:02
4,1885,3.0,2000-07-26 14:43:37
4,1892,2.0,2000-07-25 15:37:11
4,1895,4.0,1999-12-19 18:46:19
4,1907,3.0,2000-07-25 15:55:05
4,1914,4.0,2000-07-26 14:45:14
4,1916,1.0,2001-04-10 20:33:06
4,1923,3.0,2001-04-10 20:34:30
4,1947,5.0,1999-12-13 10:07:33
4,1966,2.0,2000-07-26 14:44:44
4,1967,5.0,1999-12-13 09:56:07
4,1968,4.0,2001-04-10 20:33:06
4,2019,2.0,1999-12-13 09:51:30
4,2076,4.0,1999-12-13 09:57:32
4,2078,5.0,1999-12-13 10:05:21
4,2109,4.0,2001-04-10 20:36:56
4,2145,3.0,2001-04-10 20:42:08
4,2150,5.0,2001-04-10 20:32:18
4,2174,5.0,2000-07-25 15:44:15
4,2186,5.0,1999-12-14 12:20:08
4,2203,4.0,1999-12-13 10:08:49
4,2204,5.0,2000-07-25 15:46:48
4,2282,1.0,1999-12-19 18:47:18
4,2324,1.0,2000-07-26 14:43:10
4,2336,2.0,2000-07-25 15:29:24
4,2351,4.0,1999-12-13 09:47:47
4,2359,4.0,2000-07-26 14:43:10
4,2390,5.0,1999-12-13 09:59:24
4,2395,3.0,2000-07-26 14:55:06
4,2406,4.0,2001-04-10 20:41:42
4,2467,4.0,1999-12-13 10:10:58
4,2571,1.0,1999-12-14 12:09:45
4,2583,5.0,1999-12-13 09:54:23
4,2599,5.0,2000-07-26 14:44:44
4,2628,1.0,2001-04-09 20:41:34
4,2683,4.0,1999-12-13 10:09:50
4,2692,5.0,1999-12-13 09:56:53
4,2712,2.0,1999-12-13 09:49:02
4,2762,4.0,2000-07-25 15:46:26
4,2763,1.0,2000-07-28 10:03:41
4,2770,2.0,1999-12-14 12:12:33
4,2791,5.0,2000-07-25 15:40:28
4,2843,5.0,1999-12-13 09:53:34
4,2858,5.0,2000-07-25 15:32:20
4,2874,4.0,2001-04-10 20:36:56
4,2921,4.0,1999-12-13 09:51:48
4,2926,5.0,2001-04-10 20:34:30
4,2959,2.0,1999-12-13 09:48:48
4,2973,2.0,1999-12-13 09:55:46
4,2997,4.0,2001-04-09 20:36:50
4,3033,4.0,2001-04-10 20:56:40
4,3044,5.0,1999-12-13 10:12:00
4,3060,4.0,2001-04-10 20:34:44
4,3079,3.0,2000-07-28 09:56:37
4,3083,5.0,2000-07-26 14:41:27
4,3160,4.0,2000-07-25 15:32:01
4,3175,1.0,2000-07-25 15:28:50
4,3176,4.0,2000-07-25 15:42:51
4,3204,4.0,2000-07-25 15:43:48
4,3255,4.0,2000-07-26 14:55:06
4,3317,4.0,2001-04-10 20:28:18
4,3358,3.0,2000-07-26 14:45:58
4,3365,5.0,2000-07-25 15:18:49
4,3386,4.0,2000-07-25 15:36:35
4,3408,4.0,2001-04-09 20:47:18
4,3481,2.0,2000-07-25 15:17:23
4,3489,1.0,2001-04-09 20:41:48
4,3508,5.0,2000-07-25 15:19:11
4,3538,2.0,2001-04-09 20:46:52
4,3591,1.0,2001-04-10 20:39:59
4,3788,3.0,2000-07-25 15:31:25
4,3809,3.0,2001-04-10 20:56:47
4,3851,5.0,2001-04-09 20:46:20
4,3897,4.0,2001-04-10 20:27:45
4,3911,3.0,2001-04-09 20:45:49
4,3967,4.0,2001-04-09 20:46:04
4,3996,4.0,2001-04-09 20:45:30
4,4002,3.0,2001-04-10 20:33:39
4,4014,1.0,2001-04-09 20:47:34
4,4020,3.0,2001-04-09 20:40:56
4,4021,4.0,2001-04-09 20:46:20
4,4027,3.0,2001-04-09 20:46:41
4,4029,3.0,2001-04-09 20:47:06
4,4033,4.0,2001-04-09 20:45:49
4,4034,5.0,2001-04-09 20:39:13
4,4074,3.0,2001-04-09 20:37:45
4,4121,4.0,2001-04-10 20:35:01
4,4144,3.0,2001-04-09 20:38:05
4,4166,3.0,2001-04-09 20:38:20
4,4226,2.0,2001-12-05 16:23:44
4,4239,5.0,2001-04-09 20:38:05
4,4246,4.0,2001-12-05 17:49:02
4,4252,3.0,2001-12-05 16:24:25
4,4260,2.0,2001-12-05 16:23:44
4,4273,4.0,2001-12-05 17:47:50
4,4308,1.0,2001-12-05 16:24:25
4,4347,4.0,2001-12-05 16:26:26
4,4381,3.0,2001-12-05 17:48:29
4,4641,1.0,2001-12-05 16:26:26
4,4741,3.0,2001-12-05 17:48:52
4,4765,5.0,2001-12-05 16:24:05
4,4881,3.0,2001-12-05 16:24:05
4,4896,4.0,2001-12-05 17:48:52
4,4902,4.0,2001-12-05 16:24:25
4,4967,5.0,2001-12-05 16:23:44
5,1,4.0,1996-11-08 06:36:02
5,21,4.0,1996-11-08 06:40:38
5,34,4.0,1996-11-08 06:34:41
5,36,4.0,1996-11-08 06:41:32
5,39,3.0,1996-11-08 06:36:01
5,50,4.0,1996-11-08 06:34:41
5,58,5.0,1996-11-08 06:40:38
5,110,4.0,1996-11-08 06:34:40
5,150,3.0,1996-11-08 06:32:28
5,153,3.0,1996-11-08 06:33:22
5,232,4.0,1996-11-08 06:41:32
5,247,5.0,1996-11-08 06:42:17
5,253,3.0,1996-11-08 06:41:32
5,261,4.0,1996-11-08 06:40:38
5,265,3.0,1996-11-08 06:38:49
5,266,1.0,1996-11-08 06:41:51
5,290,5.0,1996-11-08 06:41:51
5,296,5.0,1996-11-08 06:32:28
5,300,3.0,1996-11-08 06:42:17
5,316,2.0,1996-11-08 06:33:52
5,318,3.0,1996-11-08 06:34:40
5,344,3.0,1996-11-08 06:33:22
5,349,3.0,1996-11-08 06:33:52
5,357,2.0,1996-11-08 06:40:38
5,364,3.0,1996-11-08 06:34:42
5,367,4.0,1996-11-08 06:38:49
5,380,2.0,1996-11-08 06:32:28
5,410,3.0,1996-11-08 06:41:32
5,457,4.0,1996-11-08 06:33:21
5,474,4.0,1996-11-08 06:42:17
5,475,5.0,1996-11-08 06:41:51
5,515,3.0,1996-11-08 06:38:49
5,527,5.0,1996-11-08 06:36:00
5,531,4.0,1996-11-08 06:40:58
5,534,3.0,1996-11-08 06:41:51
5,588,4.0,1996-11-08 06:33:21
5,589,3.0,1996-11-08 06:40:58
5,590,5.0,1996-11-08 06:32:27
5,592,3.0,1996-11-08 06:32:27
5,594,5.0,1996-11-08 06:40:38
5,595,5.0,1996-11-08 06:33:52
5,596,5.0,1996-11-08 06:41:32
5,597,3.0,1996-11-08 06:36:02
5,608,3.0,1996-11-08 06:40:58
6,2,4.0,1996-10-17 11:58:42
6,3,5.0,1996-10-17 12:11:36
6,4,3.0,1996-10-17 12:12:29
6,5,5.0,1996-10-17 12:05:38
6,6,4.0,1996-10-17 12:02:37
6,7,4.0,1996-10-17 12:11:04
6,8,3.0,1996-10-17 12:28:01
6,10,3.0,1996-10-17 11:54:13
6,11,4.0,1996-10-17 11:58:09
6,13,3.0,1996-10-17 12:33:08
6,15,4.0,1996-10-17 12:15:05
6,16,4.0,1996-10-17 12:03:39
6,17,4.0,1996-10-17 11:59:19
6,19,2.0,1996-10-17 11:56:22
6,21,2.0,1996-10-17 11:56:22
6,22,5.0,1996-10-17 12:04:35
6,24,4.0,1996-10-17 12:13:17
6,25,3.0,1996-10-17 12:01:35
6,26,4.0,1996-10-17 12:29:22
6,27,3.0,1996-10-17 12:30:02
6,31,3.0,1996-10-17 12:03:39
6,32,4.0,1996-10-17 11:57:06
6,34,4.0,1996-10-17 11:55:54
6,36,5.0,1996-10-17 12:02:06
6,41,4.0,1996-10-17 12:22:42
6,43,4.0,1996-10-17 12:33:27
6,45,3.0,1996-10-17 12:05:07
6,46,4.0,1996-10-17 12:15:51
6,47,4.0,1996-10-17 11:55:17
6,50,1.0,1996-10-17 11:56:21
6,54,4.0,1996-10-17 12:30:02
6,60,4.0,1996-10-17 12:11:03
6,61,4.0,1996-10-17 12:30:54
6,62,4.0,1996-10-17 12:01:00
6,65,3.0,1996-10-17 12:24:30
6,66,3.0,1996-10-17 12:25:51
6,76,4.0,1996-10-17 12:28:37
6,79,3.0,1996-10-17 12:21:47
6,86,5.0,1996-10-17 12:42:11
6,87,3.0,1996-10-17 12:28:20
6,88,2.0,1996-10-17 12:34:54
6,89,4.0,1996-10-17 12:25:24
6,92,4.0,1996-10-17 12:30:54
6,93,4.0,1996-10-17 12:16:24
6,95,4.0,1996-10-17 11:59:19
6,100,3.0,1996-10-17 12:25:51
6,102,1.0,1996-10-17 12:30:36
6,104,4.0,1996-10-17 12:12:29
6,105,3.0,1996-10-17 12:02:37
6,110,5.0,1996-10-17 11:54:43
6,112,4.0,1996-10-17 12:06:34
6,113,3.0,1996-10-17 12:44:17
6,126,3.0,1996-10-17 12:29:02
6,135,3.0,1996-10-17 12:23:07
6,140,3.0,1996-10-17 12:23:44
6,141,4.0,1996-10-17 11:59:46
6,145,4.0,1996-10-17 12:06:06
6,146,4.0,1996-10-17 12:33:27
6,150,4.0,1996-10-17 11:51:50
6,151,4.0,1996-10-17 11:59:46
6,153,3.0,1996-10-17 11:52:26
6,158,4.0,1996-10-17 12:01:00
6,159,3.0,1996-10-17 12:23:26
6,160,5.0,1996-10-17 11:57:37
6,161,3.0,1996-10-17 11:54:13
6,163,3.0,1996-10-17 12:05:07
6,165,3.0,1996-10-17 11:52:26
6,168,5.0,1996-10-17 12:01:35
6,170,3.0,1996-10-17 12:11:03
6,171,3.0,1996-10-17 12:30:02
6,174,3.0,1996-10-17 12:14:39
6,177,3.0,1996-10-17 12:22:11
6,179,1.0,1996-10-17 12:29:22
6,180,2.0,1996-10-17 12:23:26
6,181,3.0,1996-10-17 12:05:38
6,185,3.0,1996-10-17 11:54:43
6,186,3.0,1996-10-17 12:00:19
6,189,3.0,1996-10-17 12:44:01
6,191,2.0,1996-10-17 12:22:11
6,195,4.0,1996-10-17 12:14:15
6,196,3.0,1996-10-17 11:59:46
6,201,3.0,1996-10-17 12:44:50
6,204,3.0,1996-10-17 12:00:19
6,205,3.0,1996-10-17 12:31:17
6,207,4.0,1996-10-17 12:07:04
6,208,3.0,1996-10-17 11:54:13
